Source,Voltage,Current,Power (Watts)
,23.92,16.82,402.3
,24.65,16.46,405.8
,25.26,16.03,404.9
,25.83,15.54,401.3
,26.41,14.98,395.5
,26.92,14.38,387.0
,27.37,13.75,376.3
,27.76,13.10,363.5
,28.17,12.44,350.4
,28.56,11.78,336.4
,28.89,11.13,321.4
,29.22,10.49,306.5
,29.51,9.87,291.4
,29.81,9.28,276.7
,30.05,8.72,262.0
,30.25,8.18,247.4
,30.49,7.67,233.8
,30.70,7.19,220.6
,30.88,6.73,207.8
,31.02,6.30,195.6
,31.17,5.90,184.0
,31.35,5.53,173.3
,31.46,5.18,162.9
,31.58,4.85,153.3
,31.64,4.55,143.8
,31.79,4.26,135.6
,31.91,4.00,127.6
,31.96,3.75,119.9
,32.05,3.52,112.9
,32.11,3.31,106.2
,32.20,3.11,100.1
,32.26,2.92,94.3
,32.32,2.75,88.9
,32.37,2.59,83.9
,32.43,2.44,79.0
,32.46,2.30,74.7
,32.52,2.17,70.5
,32.55,2.05,66.6
,32.58,1.93,62.8
,32.64,1.82,59.4
,32.64,1.72,56.2
,32.73,1.62,53.2
,32.79,1.54,50.4
,32.82,1.45,47.6
,32.79,1.37,45.0
,32.85,1.30,42.6
,32.84,1.23,40.4
,32.87,1.16,38.2
,32.90,1.10,36.1
,32.96,1.04,34.2
,32.93,0.98,32.4
,32.96,0.93,30.6
,32.99,0.88,29.2
,32.99,0.83,27.5
,33.02,0.79,26.2
,32.99,0.75,24.7
,33.02,0.71,23.5
,33.02,0.68,22.4
,33.05,0.64,21.2
,33.05,0.61,20.0
,33.08,0.58,19.1
,33.08,0.55,18.1
,33.11,0.52,17.1
,33.11,0.50,16.4
,33.11,0.47,15.5
,33.11,0.44,14.7
,33.17,0.42,13.8
,33.14,0.40,13.3
,33.14,0.38,12.5
,33.14,0.35,11.8
,33.11,0.34,11.1
,33.17,0.31,10.4
,33.20,0.30,10.0
,33.20,0.29,9.6
,33.20,0.27,9.1
,33.17,0.26,8.8
,33.17,0.25,8.4
,33.20,0.24,8.0
,33.20,0.23,7.6
,,,
Inv1-S3-Module19 11-4-2022 11-40 AM (GMT+5).csv,5.53,17.53,96.9
,6.91,17.47,120.7
,7.86,17.45,137.1
,8.74,17.45,152.5
,9.66,17.44,168.5
,10.55,17.43,183.9
,11.41,17.43,198.8
,12.33,17.43,214.8
,13.21,17.43,230.3
,14.07,17.42,245.1
,14.96,17.42,260.6
,15.88,17.42,276.5
,16.67,17.41,290.3
,17.59,17.40,306.0
,18.45,17.38,320.6
,19.31,17.35,334.9
,20.19,17.32,349.7
,21.08,17.29,364.6
,21.88,17.26,377.6
,22.73,17.18,390.7
,23.44,17.01,398.7
,24.17,16.74,404.6
,24.87,16.40,407.8
,25.47,15.99,407.3
,26.05,15.51,403.9
,26.68,14.97,399.3
,27.16,14.37,390.3
,27.61,13.75,379.6
,28.09,13.10,367.9
,28.48,12.44,354.2
,28.84,11.78,339.6
,29.23,11.12,325.0
,29.52,10.48,309.5
,29.79,9.86,293.7
,30.06,9.27,278.5
,30.35,8.69,263.9
,30.56,8.15,249.1
,30.80,7.64,235.2
,30.97,7.15,221.3
,31.18,6.69,208.7
,31.39,6.26,196.5
,31.51,5.86,184.5
,31.65,5.48,173.5
,31.80,5.13,163.1
,31.89,4.80,153.0
,32.01,4.49,143.8
,32.09,4.21,135.1
,32.21,3.94,127.0
,32.30,3.70,119.4
,32.42,3.47,112.4
,32.48,3.25,105.6
,32.53,3.06,99.4
,32.56,2.87,93.4
,32.62,2.70,88.1
,32.68,2.54,83.0
,32.74,2.39,78.2
,32.80,2.25,73.7
,32.83,2.12,69.7
,32.92,2.00,65.7
,32.92,1.88,62.0
,32.98,1.78,58.5
,32.97,1.68,55.3
,33.03,1.58,52.3
,33.06,1.50,49.4
,33.09,1.41,46.7
,33.09,1.33,44.1
,33.15,1.26,41.8
,33.18,1.19,39.5
,33.24,1.13,37.4
,33.21,1.07,35.4
,33.21,1.01,33.5
,33.24,0.95,31.7
,33.24,0.90,29.9
,33.27,0.85,28.4
,33.27,0.81,26.8
,33.27,0.77,25.5
,33.33,0.73,24.2
,33.33,0.69,22.8
,33.33,0.65,21.7
,33.36,0.62,20.6
,33.39,0.58,19.5
,33.35,0.55,18.5
,33.39,0.53,17.6
,33.38,0.50,16.7
,33.38,0.47,15.7
,33.45,0.45,15.0
,33.41,0.42,14.1
,33.41,0.40,13.5
,33.44,0.38,12.7
,33.44,0.36,12.1
,33.47,0.34,11.3
,33.44,0.31,10.5
,33.44,0.30,10.1
,33.47,0.29,9.7
,33.47,0.27,9.2
,33.50,0.27,8.9
,33.50,0.25,8.4
,33.47,0.24,8.0
,33.47,0.23,7.7
,33.50,0.22,7.4
,,,
Inv1-S3-Module2 11-4-2022 11-42 AM (GMT+5).csv,5.87,17.89,105.0
,7.43,17.85,132.7
,8.35,17.84,149.0
,9.21,17.83,164.2
,10.13,17.82,180.5
,11.08,17.82,197.3
,12.00,17.81,213.7
,12.85,17.81,228.9
,13.77,17.81,245.3
,14.66,17.81,261.0
,15.55,17.80,276.7
,16.43,17.78,292.3
,17.35,17.76,308.2
,18.24,17.73,323.5
,19.10,17.72,338.3
,20.02,17.70,354.2
,20.90,17.68,369.6
,21.79,17.66,384.9
,22.62,17.63,398.6
,23.41,17.47,409.0
,24.17,17.25,417.1
,24.90,16.96,422.5
,25.57,16.60,424.4
,26.18,16.15,422.8
,26.75,15.64,418.4
,27.33,15.07,411.7
,27.78,14.45,401.4
,28.29,13.80,390.4
,28.71,13.13,376.9
,29.09,12.45,362.3
,29.51,11.78,347.6
,29.84,11.11,331.4
,30.17,10.46,315.5
,30.46,9.83,299.5
,30.70,9.23,283.3
,30.97,8.65,268.0
,31.20,8.11,252.9
,31.38,7.59,238.2
,31.59,7.10,224.2
,31.73,6.64,210.8
,31.91,6.21,198.2
,32.09,5.81,186.4
,32.20,5.43,174.9
,32.38,5.08,164.5
,32.47,4.76,154.5
,32.59,4.45,145.0
,32.67,4.17,136.1
,32.79,3.90,127.9
,32.85,3.66,120.2
,32.91,3.43,112.9
,33.03,3.22,106.3
,33.06,3.02,99.9
,33.17,2.84,94.2
,33.23,2.67,88.7
,33.23,2.51,83.4
,33.26,2.36,78.6
,33.38,2.22,74.3
,33.38,2.10,70.0
,33.41,1.97,65.9
,33.44,1.86,62.3
,33.50,1.76,58.9
,33.52,1.66,55.6
,33.55,1.57,52.5
,33.64,1.48,49.7
,33.64,1.39,46.9
,33.64,1.32,44.3
,33.70,1.24,41.9
,33.70,1.18,39.7
,33.70,1.11,37.5
,33.76,1.05,35.5
,33.76,1.00,33.6
,33.76,0.94,31.8
,33.79,0.89,30.1
,33.79,0.84,28.5
,33.85,0.80,26.9
,33.82,0.76,25.6
,33.85,0.72,24.2
,33.85,0.68,23.0
,33.88,0.64,21.8
,33.85,0.61,20.7
,33.88,0.58,19.6
,33.88,0.55,18.6
,33.94,0.52,17.6
,33.91,0.49,16.7
,33.90,0.47,15.9
,33.93,0.44,15.0
,34.00,0.42,14.2
,33.96,0.40,13.5
,33.96,0.37,12.7
,33.99,0.35,12.1
,33.96,0.33,11.4
,33.96,0.31,10.6
,33.99,0.30,10.2
,33.99,0.28,9.7
,33.96,0.27,9.3
,33.99,0.26,8.8
,33.99,0.25,8.4
,33.99,0.24,8.2
,33.99,0.23,7.7
,34.02,0.22,7.4
,,,
Inv1-S3-Module20 11-4-2022 11-39 AM (GMT+5).csv,5.49,17.20,94.5
,6.87,17.19,118.1
,7.79,17.19,133.9
,8.65,17.18,148.6
,9.57,17.17,164.3
,10.42,17.17,178.9
,11.34,17.16,194.6
,12.23,17.15,209.7
,13.12,17.14,224.9
,13.98,17.14,239.5
,14.89,17.13,255.2
,15.75,17.13,269.8
,16.64,17.11,284.7
,17.53,17.09,299.6
,18.38,17.06,313.7
,19.24,17.04,327.9
,20.13,17.02,342.6
,20.96,17.01,356.4
,21.81,16.99,370.5
,22.61,16.90,382.1
,23.37,16.75,391.5
,24.07,16.48,396.7
,24.68,16.13,398.0
,25.38,15.70,398.3
,25.95,15.20,394.4
,26.46,14.64,387.5
,27.00,14.05,379.3
,27.48,13.42,368.7
,27.84,12.76,355.4
,28.26,12.11,342.2
,28.62,11.45,327.6
,29.01,10.80,313.4
,29.30,10.18,298.2
,29.60,9.56,283.1
,29.87,8.98,268.2
,30.10,8.42,253.5
,30.34,7.89,239.4
,30.58,7.39,226.0
,30.76,6.92,212.8
,30.96,6.47,200.4
,31.14,6.06,188.6
,31.29,5.66,177.2
,31.44,5.30,166.5
,31.52,4.96,156.3
,31.64,4.64,146.9
,31.79,4.34,138.1
,31.82,4.07,129.5
,31.93,3.81,121.8
,32.02,3.58,114.5
,32.11,3.36,107.7
,32.20,3.15,101.3
,32.26,2.96,95.4
,32.32,2.78,89.8
,32.38,2.61,84.6
,32.40,2.46,79.6
,32.52,2.31,75.2
,32.52,2.18,70.8
,32.55,2.05,66.8
,32.61,1.93,63.0
,32.64,1.82,59.5
,32.70,1.72,56.2
,32.73,1.62,53.2
,32.79,1.53,50.3
,32.82,1.44,47.4
,32.79,1.37,44.8
,32.85,1.29,42.4
,32.84,1.22,39.9
,32.90,1.15,37.9
,32.87,1.09,35.8
,32.93,1.03,33.8
,32.96,0.97,32.1
,32.96,0.92,30.4
,33.02,0.87,28.7
,32.99,0.82,27.1
,32.99,0.78,25.7
,33.02,0.74,24.4
,33.02,0.70,23.1
,33.05,0.66,21.8
,33.05,0.63,20.8
,33.05,0.59,19.6
,33.11,0.56,18.5
,33.08,0.53,17.6
,33.14,0.51,16.8
,33.11,0.48,15.9
,33.14,0.46,15.1
,33.14,0.43,14.2
,33.14,0.41,13.5
,33.14,0.39,12.8
,33.14,0.36,12.1
,33.17,0.34,11.4
,33.20,0.32,10.7
,33.17,0.31,10.2
,33.20,0.29,9.7
,33.20,0.28,9.2
,33.20,0.27,8.8
,33.20,0.25,8.4
,33.23,0.24,8.0
,33.20,0.23,7.7
,33.20,0.22,7.4
,33.23,0.21,7.0
,,,
Inv1-S3-Module21 11-4-2022 11-54 AM (GMT+5).csv,4.65,15.99,74.3
,6.21,15.97,99.2
,7.10,15.96,113.3
,7.96,15.95,126.9
,8.87,15.95,141.5
,9.73,15.95,155.2
,10.65,15.94,169.8
,11.57,15.93,184.3
,12.46,15.93,198.5
,13.31,15.93,212.1
,14.20,15.93,226.2
,15.15,15.92,241.2
,16.01,15.92,254.8
,16.90,15.91,268.8
,17.78,15.90,282.9
,18.70,15.90,297.4
,19.56,15.89,310.9
,20.45,15.88,324.8
,21.37,15.87,339.0
,22.16,15.84,351.0
,23.02,15.78,363.2
,23.84,15.65,373.2
,24.54,15.44,378.9
,25.24,15.15,382.5
,25.97,14.79,384.2
,26.58,14.35,381.5
,27.19,13.85,376.5
,27.73,13.29,368.6
,28.21,12.69,358.1
,28.66,12.07,345.8
,29.11,11.43,332.6
,29.50,10.78,318.0
,29.82,10.14,302.4
,30.15,9.52,286.9
,30.45,8.91,271.4
,30.72,8.33,255.8
,30.98,7.78,240.9
,31.22,7.25,226.4
,31.46,6.76,212.6
,31.57,6.30,198.8
,31.78,5.86,186.2
,31.93,5.46,174.2
,32.08,5.08,163.0
,32.22,4.73,152.5
,32.34,4.40,142.4
,32.46,4.10,133.2
,32.55,3.82,124.4
,32.63,3.56,116.3
,32.75,3.33,109.0
,32.81,3.11,102.0
,32.87,2.90,95.3
,32.96,2.71,89.3
,33.02,2.54,83.8
,33.08,2.37,78.5
,33.10,2.23,73.7
,33.16,2.08,69.1
,33.22,1.95,64.9
,33.25,1.83,61.0
,33.28,1.72,57.3
,33.37,1.61,53.9
,33.40,1.52,50.8
,33.40,1.43,47.7
,33.46,1.34,44.8
,33.46,1.26,42.2
,33.52,1.18,39.6
,33.52,1.11,37.4
,33.55,1.05,35.1
,33.51,0.99,33.1
,33.57,0.93,31.2
,33.60,0.87,29.3
,33.63,0.82,27.6
,33.63,0.77,26.0
,33.63,0.73,24.6
,33.66,0.69,23.2
,33.69,0.65,21.9
,33.69,0.61,20.7
,33.72,0.58,19.4
,33.69,0.55,18.4
,33.69,0.52,17.4
,33.72,0.49,16.4
,33.72,0.46,15.5
,33.72,0.43,14.5
,33.75,0.41,13.7
,33.78,0.38,13.0
,33.78,0.36,12.2
,33.75,0.34,11.4
,33.78,0.31,10.6
,33.78,0.30,10.1
,33.81,0.28,9.6
,33.81,0.27,9.2
,33.78,0.26,8.7
,33.81,0.25,8.3
,33.78,0.23,7.9
,33.78,0.22,7.5
,33.81,0.21,7.2
,33.87,0.19,6.5
,33.81,0.18,6.2
,33.81,0.18,6.1
,33.81,0.18,6.1
,33.84,0.18,6.1
,,,
Inv1-S3-Module22 11-4-2022 11-54 AM (GMT+5).csv,4.58,15.64,71.7
,6.14,15.63,96.1
,7.03,15.63,109.9
,7.86,15.62,122.8
,8.78,15.62,137.1
,9.67,15.61,150.9
,10.52,15.61,164.2
,11.41,15.60,178.0
,12.27,15.60,191.3
,13.16,15.59,205.1
,14.07,15.59,219.4
,14.93,15.58,232.7
,15.76,15.58,245.5
,16.59,15.57,258.2
,17.53,15.55,272.7
,18.39,15.53,285.5
,19.25,15.51,298.5
,20.11,15.50,311.5
,20.96,15.49,324.6
,21.82,15.48,337.7
,22.65,15.45,349.9
,23.38,15.33,358.3
,24.14,15.09,364.3
,24.81,14.79,366.8
,25.45,14.40,366.4
,26.05,13.94,363.3
,26.60,13.42,357.0
,27.11,12.86,348.5
,27.65,12.25,338.8
,28.01,11.63,325.8
,28.46,11.00,313.0
,28.82,10.37,298.7
,29.11,9.74,283.7
,29.47,9.14,269.4
,29.77,8.56,254.7
,29.98,8.00,239.9
,30.24,7.47,226.0
,30.51,6.97,212.7
,30.72,6.50,199.6
,30.87,6.06,187.0
,31.04,5.65,175.3
,31.19,5.26,164.1
,31.37,4.90,153.7
,31.42,4.57,143.6
,31.57,4.26,134.5
,31.69,3.97,125.9
,31.75,3.70,117.6
,31.90,3.46,110.3
,31.96,3.23,103.2
,32.04,3.02,96.7
,32.10,2.82,90.6
,32.16,2.64,85.0
,32.25,2.47,79.7
,32.28,2.32,74.7
,32.31,2.17,70.3
,32.40,2.04,65.9
,32.46,1.91,62.1
,32.49,1.79,58.3
,32.55,1.68,54.8
,32.57,1.58,51.5
,32.57,1.49,48.4
,32.63,1.40,45.7
,32.69,1.31,43.0
,32.69,1.24,40.5
,32.72,1.16,38.0
,32.75,1.09,35.8
,32.72,1.03,33.8
,32.78,0.97,31.8
,32.78,0.91,30.0
,32.81,0.86,28.2
,32.84,0.81,26.6
,32.84,0.77,25.1
,32.87,0.72,23.6
,32.87,0.68,22.3
,32.87,0.64,21.1
,32.93,0.60,19.8
,32.93,0.57,18.8
,32.93,0.54,17.7
,32.93,0.51,16.7
,32.96,0.48,15.8
,32.92,0.45,14.9
,32.95,0.43,14.1
,32.99,0.40,13.3
,32.98,0.38,12.5
,33.02,0.36,11.8
,33.01,0.33,11.0
,33.01,0.31,10.2
,32.98,0.30,9.8
,32.98,0.28,9.2
,33.01,0.27,8.8
,33.01,0.25,8.4
,33.04,0.24,8.0
,33.04,0.23,7.6
,33.01,0.22,7.3
,33.04,0.21,6.8
,33.01,0.19,6.1
,33.04,0.18,6.1
,33.04,0.18,6.0
,33.01,0.18,6.0
,33.04,0.18,5.9
,,,
Inv1-S3-Module23 11-4-2022 11-56 AM (GMT+5).csv,5.70,18.37,104.6
,7.07,18.35,129.8
,7.96,18.35,146.1
,8.85,18.35,162.4
,9.80,18.34,179.7
,10.72,18.34,196.6
,11.60,18.34,212.8
,12.52,18.34,229.6
,13.38,18.34,245.4
,14.33,18.33,262.7
,15.19,18.33,278.4
,16.11,18.33,295.2
,17.06,18.32,312.5
,17.94,18.31,328.6
,18.83,18.31,344.7
,19.75,18.30,361.4
,20.64,18.29,377.5
,21.49,18.27,392.8
,22.32,18.21,406.4
,23.11,18.08,417.8
,23.91,17.87,427.3
,24.61,17.59,432.8
,25.34,17.23,436.5
,25.91,16.79,434.9
,26.55,16.27,431.9
,27.12,15.69,425.6
,27.63,15.07,416.4
,28.05,14.40,404.0
,28.53,13.72,391.4
,28.92,13.03,376.8
,29.34,12.33,361.7
,29.69,11.65,345.8
,29.96,10.98,328.9
,30.29,10.33,312.9
,30.58,9.71,296.8
,30.82,9.11,280.8
,31.02,8.54,265.0
,31.29,8.01,250.5
,31.50,7.50,236.2
,31.61,7.02,221.9
,31.82,6.57,209.2
,31.97,6.15,196.7
,32.15,5.76,185.2
,32.26,5.39,174.0
,32.38,5.05,163.5
,32.47,4.73,153.6
,32.56,4.44,144.4
,32.64,4.16,135.6
,32.76,3.90,127.6
,32.82,3.66,120.2
,32.97,3.43,113.2
,33.00,3.23,106.5
,33.09,3.03,100.4
,33.14,2.86,94.6
,33.17,2.69,89.2
,33.26,2.53,84.3
,33.29,2.39,79.4
,33.35,2.25,75.0
,33.41,2.12,71.0
,33.44,2.00,66.9
,33.47,1.89,63.3
,33.50,1.79,59.9
,33.56,1.69,56.6
,33.52,1.60,53.5
,33.55,1.51,50.6
,33.61,1.43,48.0
,33.64,1.35,45.3
,33.64,1.28,43.0
,33.70,1.21,40.8
,33.70,1.14,38.6
,33.73,1.08,36.6
,33.76,1.03,34.7
,33.76,0.97,32.9
,33.79,0.92,31.1
,33.79,0.87,29.6
,33.79,0.83,28.0
,33.82,0.78,26.5
,33.82,0.75,25.3
,33.88,0.71,24.0
,33.88,0.67,22.7
,33.85,0.64,21.6
,33.88,0.61,20.5
,33.88,0.57,19.4
,33.88,0.55,18.5
,33.91,0.52,17.6
,33.94,0.49,16.7
,33.94,0.47,15.9
,33.93,0.44,15.0
,34.00,0.42,14.3
,33.93,0.40,13.6
,33.96,0.38,12.8
,33.96,0.36,12.3
,33.99,0.34,11.5
,33.96,0.32,10.8
,33.99,0.30,10.2
,33.93,0.29,9.8
,33.93,0.28,9.4
,33.99,0.26,8.9
,33.99,0.25,8.6
,33.99,0.24,8.3
,,,
Inv1-S3-Module24 11-4-2022 11-57 AM (GMT+5).csv,5.69,18.06,102.8
,7.16,18.04,129.2
,8.05,18.03,145.1
,8.97,18.03,161.7
,9.89,18.02,178.2
,10.77,18.02,194.2
,11.66,18.02,210.1
,12.52,18.01,225.5
,13.41,18.01,241.5
,14.29,18.01,257.4
,15.21,18.00,273.8
,16.13,17.99,290.2
,16.99,17.99,305.6
,17.88,17.98,321.4
,18.76,17.98,337.4
,19.65,17.97,353.2
,20.51,17.96,368.3
,21.40,17.93,383.7
,22.19,17.87,396.7
,22.99,17.72,407.3
,23.72,17.51,415.2
,24.42,17.21,420.3
,25.12,16.85,423.2
,25.72,16.40,421.9
,26.33,15.89,418.3
,26.87,15.31,411.4
,27.32,14.70,401.5
,27.83,14.05,390.9
,28.25,13.37,377.8
,28.67,12.70,364.0
,29.03,12.02,348.9
,29.38,11.35,333.6
,29.68,10.70,317.6
,29.98,10.07,302.0
,30.24,9.47,286.3
,30.51,8.89,271.2
,30.75,8.34,256.4
,30.98,7.82,242.2
,31.16,7.32,228.2
,31.31,6.86,214.7
,31.51,6.42,202.5
,31.63,6.02,190.3
,31.75,5.64,178.9
,31.93,5.28,168.5
,32.01,4.95,158.4
,32.10,4.64,148.9
,32.25,4.34,140.1
,32.34,4.08,131.8
,32.45,3.82,124.1
,32.54,3.60,117.0
,32.60,3.37,110.0
,32.66,3.17,103.5
,32.75,2.98,97.7
,32.81,2.81,92.1
,32.83,2.64,86.7
,32.89,2.49,82.0
,32.95,2.35,77.3
,33.04,2.21,73.1
,33.04,2.09,69.0
,33.10,1.97,65.3
,33.13,1.86,61.7
,33.16,1.76,58.3
,33.13,1.67,55.2
,33.22,1.57,52.2
,33.25,1.49,49.4
,33.28,1.41,46.8
,33.34,1.33,44.3
,33.33,1.26,42.0
,33.33,1.19,39.7
,33.36,1.13,37.7
,33.39,1.07,35.7
,33.36,1.01,33.8
,33.42,0.96,32.0
,33.45,0.91,30.4
,33.45,0.86,28.8
,33.45,0.82,27.3
,33.45,0.78,26.0
,33.48,0.74,24.7
,33.51,0.70,23.4
,33.51,0.66,22.2
,33.54,0.63,21.1
,33.54,0.60,20.1
,33.54,0.57,19.0
,33.57,0.54,18.1
,33.57,0.51,17.2
,33.57,0.49,16.3
,33.57,0.46,15.5
,33.57,0.44,14.8
,33.63,0.42,14.0
,33.63,0.39,13.3
,33.63,0.37,12.6
,33.60,0.35,11.9
,33.63,0.33,11.2
,33.63,0.31,10.6
,33.66,0.30,10.1
,33.63,0.28,9.6
,33.66,0.27,9.1
,33.66,0.26,8.8
,33.66,0.25,8.5
,33.69,0.24,8.1
,,,
Inv1-S3-Module25 11-4-2022 11-57 AM (GMT+5).csv,6.40,18.47,118.2
,7.66,18.44,141.2
,8.54,18.43,157.5
,9.43,18.43,173.8
,10.38,18.43,191.3
,11.30,18.43,208.2
,12.16,18.42,223.9
,13.08,18.41,240.7
,13.96,18.40,256.9
,14.85,18.40,273.2
,15.77,18.39,290.0
,16.63,18.38,305.6
,17.52,18.37,321.8
,18.40,18.36,337.8
,19.29,18.34,353.9
,20.18,18.33,369.9
,21.07,18.31,385.7
,21.89,18.27,400.0
,22.66,18.12,410.4
,23.48,17.90,420.4
,24.12,17.62,424.9
,24.88,17.26,429.4
,25.42,16.83,427.8
,26.03,16.32,424.8
,26.63,15.76,419.6
,27.14,15.15,411.2
,27.65,14.51,401.1
,28.04,13.84,388.2
,28.46,13.17,374.8
,28.88,12.49,360.8
,29.18,11.83,345.1
,29.53,11.17,330.0
,29.86,10.54,314.8
,30.10,9.93,298.9
,30.42,9.34,284.2
,30.63,8.78,269.1
,30.84,8.25,254.4
,31.04,7.75,240.5
,31.25,7.27,227.2
,31.43,6.82,214.5
,31.61,6.40,202.2
,31.72,6.00,190.4
,31.87,5.63,179.5
,32.02,5.28,169.2
,32.13,4.96,159.4
,32.25,4.65,150.1
,32.34,4.37,141.4
,32.46,4.11,133.4
,32.55,3.86,125.7
,32.60,3.63,118.4
,32.69,3.42,111.7
,32.78,3.21,105.4
,32.81,3.03,99.4
,32.87,2.85,93.8
,32.96,2.69,88.8
,33.02,2.54,83.9
,33.11,2.40,79.4
,33.07,2.26,74.9
,33.13,2.14,70.9
,33.22,2.03,67.3
,33.25,1.91,63.6
,33.22,1.81,60.1
,33.28,1.71,57.0
,33.34,1.62,54.1
,33.34,1.54,51.3
,33.37,1.46,48.6
,33.43,1.38,46.1
,33.46,1.30,43.6
,33.46,1.24,41.4
,33.46,1.17,39.2
,33.49,1.11,37.3
,33.55,1.06,35.4
,33.51,1.00,33.6
,33.54,0.95,31.8
,33.57,0.90,30.3
,33.57,0.85,28.7
,33.63,0.81,27.3
,33.63,0.77,26.0
,33.57,0.73,24.6
,33.63,0.70,23.5
,33.63,0.66,22.2
,33.69,0.63,21.3
,33.69,0.60,20.2
,33.69,0.57,19.1
,33.69,0.54,18.2
,33.66,0.52,17.4
,33.72,0.49,16.6
,33.72,0.47,15.7
,33.75,0.44,14.8
,33.75,0.42,14.3
,33.72,0.40,13.5
,33.75,0.38,12.7
,33.75,0.36,12.2
,33.78,0.34,11.4
,33.78,0.32,10.7
,33.78,0.30,10.3
,33.78,0.29,9.8
,33.81,0.28,9.5
,33.78,0.27,9.0
,33.75,0.26,8.6
,,,
Inv1-S3-Module26 11-4-2022 11-58 AM (GMT+5).csv,6.03,18.19,109.7
,7.50,18.19,136.4
,8.39,18.17,152.4
,9.28,18.17,168.5
,10.16,18.16,184.5
,11.05,18.13,200.4
,11.94,18.12,216.3
,12.83,18.11,232.3
,13.74,18.10,248.8
,14.60,18.09,264.2
,15.49,18.08,280.0
,16.38,18.07,296.0
,17.27,18.04,311.5
,18.12,18.01,326.4
,19.01,17.99,342.1
,19.93,17.97,358.2
,20.79,17.95,373.2
,21.67,17.94,388.7
,22.47,17.91,402.4
,23.29,17.78,414.2
,23.93,17.55,420.0
,24.69,17.24,425.6
,25.33,16.85,426.9
,26.00,16.39,426.2
,26.54,15.86,420.9
,27.08,15.27,413.7
,27.63,14.65,404.6
,28.01,13.99,392.0
,28.43,13.31,378.6
,28.85,12.64,364.6
,29.21,11.96,349.3
,29.54,11.29,333.6
,29.86,10.64,317.8
,30.13,10.02,301.8
,30.43,9.41,286.3
,30.69,8.84,271.2
,30.93,8.29,256.4
,31.14,7.77,242.0
,31.31,7.28,228.1
,31.46,6.82,214.7
,31.64,6.39,202.1
,31.81,5.98,190.3
,31.90,5.61,178.8
,32.08,5.25,168.5
,32.16,4.92,158.3
,32.31,4.61,149.1
,32.37,4.32,140.0
